Format Version,1.23,Take Name,Take 2024-05-02 03.43.47 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-05-02 03.43.48.144 PM,Capture Start Frame,281284,Total Frames in Take,6017,Total Exported Frames,6017,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
17,0.142000,-0.015751,-0.022761,-0.701722,0.711913,2184.834473,-290.866486,986.881958,2120.246826,-235.455627,982.174805,2188.065186,-228.947906,982.434326,2223.688477,-344.322876,992.318726,2133.413574,-359.547241,989.310730,2231.355957,-303.385590,988.052124,2212.236816,-273.539642,987.000977,2247.854736,-348.516785,982.821777,2179.584229,-353.057800,986.975159,2147.572754,-235.701813,990.787903,2237.512695,-223.424911,982.698364,2139.200928,-276.868774,988.889832,2157.199707,-307.297913,989.115356,445.854584,2447.027344,792.091248,553.475403,2615.684326,792.597229,,,,,,
18,0.150000,-0.015807,-0.022860,-0.701686,0.711944,2184.839600,-290.862671,986.880310,2120.246826,-235.458908,982.157166,2188.064697,-228.944763,982.419373,2223.698242,-344.314209,992.331055,2133.425049,-359.547699,989.320923,2231.361816,-303.377136,988.056030,2212.240234,-273.533203,986.997192,2247.850586,-348.521362,982.812134,2179.584229,-353.054596,986.975525,2147.571045,-235.679321,990.777466,2237.529297,-223.425735,982.685059,2139.214111,-276.863281,988.893250,2157.211426,-307.292267,989.125916,445.838013,2447.060059,792.082458,553.474121,2615.696045,792.575012,,,,,,
19,0.158000,-0.015834,-0.022702,-0.701733,0.711902,2184.838135,-290.866241,986.868591,2120.251709,-235.453125,982.172424,2188.070312,-228.947937,982.418152,2223.690918,-344.323914,992.299500,2133.415283,-359.544983,989.309998,2231.359131,-303.387085,988.029968,2212.241211,-273.540405,986.981567,2247.847656,-348.518982,982.819458,2179.595215,-353.066742,986.940186,2147.562744,-235.694855,990.785095,2237.517090,-223.434998,982.676086,2139.198486,-276.870789,988.891357,2157.201172,-307.285217,989.121826,445.844513,2447.042725,792.090393,553.473389,2615.826416,792.510376,,,,,,
20,0.167000,-0.015801,-0.022685,-0.701682,0.711954,2184.843506,-290.863098,986.871948,2120.249023,-235.459061,982.178467,2188.066895,-228.944000,982.425903,2223.704102,-344.315460,992.299805,2133.430420,-359.549500,989.307495,2231.366455,-303.377197,988.033325,2212.244141,-273.533264,986.986694,2247.846436,-348.524261,982.821594,2179.593506,-353.054352,986.939209,2147.583740,-235.689636,990.774109,2237.519531,-223.428970,982.692688,2139.202881,-276.856506,988.903809,2157.207275,-307.290558,989.118286,445.853119,2447.069580,792.065674,553.382874,2615.695312,792.568787,,,,,,
21,0.175000,-0.015819,-0.022766,-0.701706,0.711927,2184.829346,-290.851990,986.881592,2120.239014,-235.444077,982.174438,2188.057129,-228.933716,982.427246,2223.685791,-344.306305,992.320496,2133.411133,-359.534454,989.322144,2231.351074,-303.369171,988.048950,2212.230957,-273.524048,986.996399,2247.849121,-348.505432,982.820740,2179.576660,-353.040283,986.945984,2147.581055,-235.679977,990.778625,2237.517334,-223.418594,982.685486,2139.203857,-276.857819,988.910217,2157.197754,-307.286896,989.118530,445.857697,2447.143555,791.989502,553.435059,2615.704834,792.585938,,,,,,
22,0.183000,-0.015879,-0.022825,-0.701698,0.711932,2184.826660,-290.861725,986.884277,2120.235352,-235.455765,982.167908,2188.053711,-228.944168,982.419556,2223.684082,-344.314453,992.332092,2133.409668,-359.544708,989.336304,2231.348633,-303.377899,988.053650,2212.228027,-273.533295,986.996155,2247.844727,-348.517487,982.811951,2179.573975,-353.049805,986.958191,2147.580322,-235.683426,990.784363,2237.505127,-223.437332,982.684875,2139.204102,-276.870789,988.922363,2157.197510,-307.288300,989.115295,445.855591,2447.128418,792.000610,553.485779,2615.823975,792.519470,,,,,,
23,0.192000,-0.015804,-0.022783,-0.701667,0.711965,2184.838867,-290.865662,986.877869,2120.242676,-235.464920,982.167969,2188.060303,-228.947067,982.423462,2223.700684,-344.315674,992.318481,2133.428223,-359.553772,989.316406,2231.362061,-303.377716,988.047119,2212.238525,-273.534698,986.993713,2247.853027,-348.536041,982.815796,2179.585693,-353.045990,986.944580,2147.584229,-235.688904,990.777466,2237.519043,-223.431061,982.682800,2139.210938,-276.867828,988.915833,2157.200439,-307.294495,989.120422,445.861206,2447.199951,791.942871,553.429138,2615.826416,792.480164,,,,,,
24,0.200000,-0.015899,-0.022786,-0.701698,0.711932,2184.836670,-290.854218,986.884216,2120.245117,-235.447983,982.174622,2188.063477,-228.936554,982.420776,2223.694336,-344.307190,992.327454,2133.419922,-359.537109,989.338745,2231.358887,-303.370544,988.049438,2212.238037,-273.525848,986.994263,2247.850830,-348.514801,982.814819,2179.585449,-353.040771,986.942688,2147.584229,-235.685822,990.776733,2237.515869,-223.427231,982.687805,2139.224854,-276.858368,988.922791,2157.211426,-307.276154,989.125427,445.866913,2447.106445,792.008728,553.368652,2615.714844,792.546265,,,,,,
25,0.208000,-0.015925,-0.022766,-0.701739,0.711892,2184.833740,-290.850433,986.880493,2120.248291,-235.436798,982.174438,2188.067383,-228.933167,982.416321,2223.685791,-344.307831,992.321655,2133.409180,-359.527405,989.338806,2231.354736,-303.372070,988.042908,2212.237305,-273.525208,986.988647,2247.849365,-348.506897,982.813110,2179.584961,-353.034882,986.940857,2147.578613,-235.687057,990.767761,2237.517822,-223.410461,982.684082,2139.211182,-276.871826,988.926575,2157.206787,-307.278625,989.128906,445.921295,2447.246582,791.888123,553.442688,2615.835205,792.515930,,,,,,
26,0.217000,-0.015865,-0.022818,-0.701698,0.711932,2184.826416,-290.857269,986.883179,2120.235107,-235.451202,982.167725,2188.053467,-228.939560,982.420227,2223.683838,-344.310120,992.329773,2133.409424,-359.540344,989.332764,2231.348633,-303.373413,988.052673,2212.227783,-273.528778,986.995789,2247.836914,-348.517761,982.814148,2179.577637,-353.042542,986.957458,2147.575195,-235.690002,990.783936,2237.511963,-223.414200,982.685181,2139.205566,-276.861237,988.905823,2157.198975,-307.285400,989.122253,445.930969,2447.185303,791.908264,553.439270,2615.707520,792.590759,,,,,,
