0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
1,0.008000,-3.991738,-0.005536,0.026424,-1.081446,0.731521,0.148270
2,0.017000,-3.995895,-0.006270,0.025188,-1.081453,0.731526,0.148261
3,0.025000,-3.990331,-0.001081,0.024021,-1.081452,0.731529,0.148261
4,0.033000,-3.991494,-0.011805,0.015926,-1.081450,0.731528,0.148272
5,0.042000,-3.991821,-0.000248,0.014613,-1.081448,0.731521,0.148267
6,0.050000,-3.986431,-0.004765,0.015238,-1.081446,0.731525,0.148261
7,0.058000,-3.990693,-0.007804,0.013911,-1.081446,0.731516,0.148265
8,0.067000,-3.991280,-0.008426,0.004282,-1.081442,0.731515,0.148283
9,0.075000,-3.991978,-0.002156,0.014829,-1.081443,0.731512,0.148275
10,0.083000,-3.989467,0.002591,0.010913,-1.081442,0.731515,0.148268
11,0.092000,-3.988778,0.002985,0.008018,-1.081448,0.731519,0.148269
12,0.100000,-3.993611,0.012779,0.018044,-1.081450,0.731523,0.148270
13,0.108000,-3.994444,0.004916,0.024736,-1.081458,0.731523,0.148259
14,0.117000,-3.990098,-0.005935,0.019786,-1.081458,0.731525,0.148258
15,0.125000,-3.991484,-0.019480,0.014194,-1.081452,0.731529,0.148266
16,0.133000,-3.990297,-0.012141,0.018357,-1.081452,0.731532,0.148260
17,0.142000,-3.996939,0.000416,0.034515,-1.081450,0.731524,0.148247
18,0.150000,-3.994778,-0.010671,0.022369,-1.081449,0.731523,0.148260
19,0.158000,-3.998078,-0.010386,0.016543,-1.081441,0.731515,0.148266
20,0.167000,-3.993067,-0.004483,0.021549,-1.081436,0.731517,0.148259
21,0.175000,-3.996349,0.002589,0.025642,-1.081438,0.731517,0.148258
22,0.183000,-3.994313,-0.005407,0.013762,-1.081442,0.731516,0.148262
23,0.192000,-3.991347,0.001695,0.019161,-1.081446,0.731521,0.148263
24,0.200000,-3.991712,0.003673,0.027184,-1.081447,0.731524,0.148253
25,0.208000,-3.987421,-0.005988,0.008132,-1.081456,0.731528,0.148253
26,0.217000,-3.989326,-0.015804,0.003019,-1.081458,0.731527,0.148254
27,0.225000,-3.991850,-0.008024,0.011080,-1.081458,0.731532,0.148253
28,0.233000,-3.992536,0.005292,0.025914,-1.081465,0.731529,0.148226
29,0.242000,-3.991815,-0.006780,0.014966,-1.081464,0.731533,0.148235
30,0.250000,-3.991130,-0.011116,0.012924,-1.081454,0.731525,0.148250
31,0.258000,-3.990350,-0.007262,0.019125,-1.081443,0.731521,0.148254
32,0.267000,-3.989186,0.008706,0.018121,-1.081442,0.731519,0.148255
33,0.275000,-3.991824,0.004456,0.014341,-1.081435,0.731520,0.148264
34,0.283000,-3.993097,-0.000998,0.007954,-1.081433,0.731526,0.148266
35,0.292000,-3.991889,-0.003956,0.017656,-1.081441,0.731523,0.148265
36,0.300000,-3.992854,-0.004574,0.020910,-1.081443,0.731520,0.148261
37,0.308000,-3.993199,-0.003990,0.023612,-1.081449,0.731528,0.148249
38,0.317000,-3.990951,-0.008858,0.021140,-1.081453,0.731526,0.148247
39,0.325000,-3.991510,0.005705,0.019782,-1.081462,0.731529,0.148241
40,0.333000,-3.989619,-0.005129,0.015694,-1.081458,0.731530,0.148237
41,0.342000,-3.990238,-0.005609,0.010204,-1.081456,0.731528,0.148247
42,0.350000,-3.989842,-0.009185,0.007970,-1.081453,0.731528,0.148245
43,0.358000,-3.992539,0.001359,0.005094,-1.081449,0.731525,0.148251
44,0.367000,-3.993747,-0.006675,0.010222,-1.081450,0.731519,0.148257
45,0.375000,-3.990933,-0.005055,0.015842,-1.081445,0.731518,0.148259
46,0.383000,-3.988791,-0.007610,0.010843,-1.081445,0.731520,0.148262
47,0.392000,-3.991386,0.015224,0.031892,-1.081448,0.731525,0.148247
48,0.400000,-3.991944,0.001993,0.024473,-1.081450,0.731526,0.148248
49,0.408000,-3.992521,-0.008617,0.015617,-1.081451,0.731524,0.148265
50,0.417000,-3.991565,0.011580,0.015286,-1.081456,0.731526,0.148271
51,0.425000,-3.993817,-0.004306,0.025394,-1.081455,0.731526,0.148265
52,0.433000,-3.995918,-0.013191,0.030377,-1.081452,0.731526,0.148253
53,0.442000,-3.986576,0.001374,0.017909,-1.081448,0.731526,0.148258
54,0.450000,-3.990323,-0.003914,0.014317,-1.081447,0.731523,0.148265
55,0.458000,-3.988197,-0.003058,0.013674,-1.081441,0.731516,0.148279
